符合條件商品
資料日期：2022年 11月 28日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/28),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:07 符合檔數(17)
1	,1513.TW,中興電,66,0.15,12515,58.5,12.82,10,投連買
2	,2201.TW,裕隆,59.1,-1.01,17319,64.8,-8.8,10,投連買
3	,1303.TW,南亞,70.3,-1.54,4616,76,-7.5,8,投連買
4	,2347.TW,聯強,61,-0.81,2957,57.4,6.27,8,投連買
5	,2353.TW,宏碁,23.15,0.22,5082,24.4,-5.12,8,投連買
6	,2357.TW,華碩,271,-1.63,1392,265.5,2.07,8,投連買
7	,2881.TW,富邦金,56.7,-0.18,6587,57.9,-2.07,7,投連買
8	,6121.TW,新普,288.5,-0.35,276,307.5,-1.76,7,投連買
9	,2408.TW,南亞科,51.4,-0.58,5241,58.5,-12.14,6,投連買
10	,2379.TW,瑞昱,289,-0.52,1352,321.5,-10.11,5,投連買
11	,2882.TW,國泰金,41.15,1.86,33982,42,-2.02,5,投連買
12	,2883.TW,開發金,12.7,-0.78,8936,12.9,-1.55,5,投連買
13	,2885.TW,元大金,21.8,-0.91,10786,22.25,-2.02,5,投連買
14	,2891.TW,中信金,21.9,-1.13,23817,22.2,-1.35,5,投連買
15	,3702.TW,大聯大,47.8,-0.52,2583,46.95,1.81,5,投連買
16	,5269.TW,祥碩,717,0.14,564,747,-4.02,5,投連買
17	,8454.TW,富邦媒,626,0,570,590,6.1,5,投連買
