符合條件商品
資料日期：2022年  7月 29日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/29),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:29 符合檔數(73)
1	,1101.TW,台泥,34.05,-1.16,23484,38.75,-12.13,20,投連買
2	,1402.TW,遠東新,31.55,-4.39,10632,30.4,3.78,20,投連買
3	,2352.TW,佳世達,27.5,1.66,4573,28.6,-3.85,20,投連買
4	,2377.TW,微星,119.5,1.7,2513,118,10.36,20,投連買
5	,2382.TW,廣達,71.2,-0.97,4354,84.6,-8.72,20,投連買
6	,3702.TW,大聯大,47.8,-0.52,2583,50.2,-4.78,20,投連買
7	,1304.TW,台聚,22.1,1.61,6105,22.85,-3.28,12,投連買
8	,1717.TW,長興,31.5,-1.25,930,32.1,-5.21,12,投連買
9	,1102.TW,亞泥,41.55,0.24,6062,41.45,0.24,11,投連買
10	,1710.TW,東聯,18.5,1.09,1345,17.3,6.94,11,投連買
11	,2014.TW,中鴻,27.6,1.1,53751,25.15,9.74,11,投連買
12	,2103.TW,台橡,26.95,-1.1,635,25.85,4.26,11,投連買
13	,9940.TW,信義,27.2,-0.18,182,30.5,-10.82,11,投連買
14	,1314.TW,中石化,9.86,-1,4928,10.2,-3.33,10,投連買
15	,1907.TW,永豐餘,24.45,-1.21,810,24.1,1.45,10,投連買
16	,2002.TW,中鋼,30.7,0.16,37216,27.7,10.83,10,投連買
17	,2441.TW,超豐,48.2,-2.33,4006,61.8,-15.54,10,投連買
18	,2504.TW,國產,25.1,1.01,1440,24.7,1.62,10,投連買
19	,2615.TW,萬海,86.2,-1.15,55180,107,-19.44,10,投連買
20	,2880.TW,華南金,22.5,-1.1,4175,23.1,4.07,10,投連買
21	,2890.TW,永豐金,16.7,-4.84,27291,16.9,4.51,10,投連買
22	,2892.TW,第一金,26.3,-0.38,6392,27,3.18,10,投連買
23	,3036.TW,文曄,62.7,-0.95,1327,69.2,-9.39,10,投連買
24	,4915.TW,致伸,55.1,-0.9,3460,69.8,-21.06,10,投連買
25	,5522.TW,遠雄,58.5,0.34,1205,63,-3.66,10,投連買
26	,5880.TW,合庫金,25.95,-0.76,4866,27.4,1.09,10,投連買
27	,6770.TW,力積電,33.3,-0.3,10173,35.25,-3.53,10,投連買
28	,1434.TW,福懋,26.3,-0.19,479,25.9,1.54,9,投連買
29	,1504.TW,東元,27.25,-0.37,1749,29.35,-7.16,9,投連買
30	,1722.TW,台肥,53.1,-0.56,1033,64,-13.35,9,投連買
31	,2105.TW,正新,33.75,-0.74,1203,35.45,-4.8,9,投連買
32	,2356.TW,英業達,26,0.19,6530,23.7,9.7,9,投連買
33	,3711.TW,日月光投控,93.8,-3.6,11870,86.4,8.56,9,投連買
34	,6005.TW,群益證,11.1,0,1344,11.4,-2.63,9,投連買
35	,6412.TW,群電,74.5,2.48,374,73,2.05,9,投連買
36	,2887.TW,台新金,15.2,0,6593,15.7,5.26,8,投連買
37	,2207.TW,和泰車,592,-0.67,113,604,-1.99,7,投連買
38	,2834.TW,臺企銀,12.9,-0.39,8238,12.4,8.77,7,投連買
39	,6446.TW,藥華藥,488.5,-1.81,841,569,-14.15,7,投連買
40	,1215.TW,卜蜂,78.3,0.77,1049,78.5,9.73,6,投連買
41	,2385.TW,群光,87.2,0.11,1118,79.2,10.1,6,投連買
42	,2845.TW,遠東銀,11.1,-0.89,1864,11.3,3.35,6,投連買
43	,3665.TW,貿聯-KY,251,-2.33,1391,321,-21.81,6,投連買
44	,3680.TW,家登,254.5,0.79,478,244,5.87,6,投連買
45	,5871.TW,中租-KY,216.5,0.46,2711,211.5,2.36,6,投連買
46	,6829.TW,千附精密,73.2,0.69,155,70.4,3.98,6,投連買
47	,9917.TW,中保科,99.6,1.32,404,102.5,-2.83,6,投連買
48	,1303.TW,南亞,70.3,-1.54,4616,67.3,4.46,5,投連買
49	,1326.TW,台化,69.4,-0.72,1689,70,-0.86,5,投連買
50	,1904.TW,正隆,27.15,-1.09,381,27.1,0.18,5,投連買
51	,2059.TW,川湖,395,-0.63,106,455,-11.1,5,投連買
52	,2206.TW,三陽工業,33.7,0.45,1845,38.25,-11.9,5,投連買
53	,2301.TW,光寶科,64,-0.47,4678,65.3,0.2,5,投連買
54	,2324.TW,仁寶,22.95,0.44,9576,22.8,0.66,5,投連買
55	,2327.TW,國巨,460,-1.39,1468,342,7.88,5,投連買
56	,2330.TW,台積電,455,-2.78,26724,509,-9.58,5,投連買
57	,2347.TW,聯強,61,-0.81,2957,55.3,10.31,5,投連買
58	,2353.TW,宏碁,23.15,0.22,5082,22.6,2.43,5,投連買
59	,2357.TW,華碩,271,-1.63,1392,281.5,-3.73,5,投連買
60	,2408.TW,南亞科,51.4,-0.58,5241,52.3,-1.72,5,投連買
61	,2412.TW,中華電,112.5,-0.44,6521,121.5,-7.41,5,投連買
62	,2606.TW,裕民,50.1,-3.47,10468,41.9,19.57,5,投連買
63	,2881.TW,富邦金,56.7,-0.18,6587,56.1,6.12,5,投連買
64	,2885.TW,元大金,21.8,-0.91,10786,20,12.26,5,投連買
65	,3017.TW,奇鋐,111,-1.77,2015,118,-2.34,5,投連買
66	,3034.TW,聯詠,301.5,-0.17,3163,265,13.77,5,投連買
67	,3045.TW,台灣大,94.8,0,2514,101.5,-6.6,5,投連買
68	,4904.TW,遠傳,65.7,-0.3,2525,75.5,-12.98,5,投連買
69	,4938.TW,和碩,64.2,0.31,3317,62.2,3.22,5,投連買
70	,6202.TW,盛群,67.6,0,761,80.4,-6.68,5,投連買
71	,6491.TW,晶碩,404.5,-1.94,432,458,-11.68,5,投連買
72	,9907.TW,統一實,17.05,-0.29,1397,16.4,3.96,5,投連買
73	,9939.TW,宏全,86.9,2.12,1021,74.1,17.27,5,投連買
