符合條件商品
資料日期：2022年  1月  7日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/07),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:51 符合檔數(14)
1	,2303.TW,聯電,41.95,-2.1,34060,62.6,-28.64,12,投連賣
2	,3045.TW,台灣大,94.8,0,2514,99.5,-0.77,11,投連賣
3	,2912.TW,統一超,268,-1.47,996,271.5,1.94,10,投連賣
4	,2313.TW,華通,45.95,-1.08,9582,42.1,13.29,8,投連賣
5	,3044.TW,健鼎,96,1.59,1391,123,-16.49,8,投連賣
6	,9917.TW,中保科,99.6,1.32,404,101.5,3.01,8,投連賣
7	,2481.TW,強茂,60.4,-0.33,2094,95,-32.88,7,投連賣
8	,6138.TW,茂達,117.5,-0.42,755,237,-46.91,7,投連賣
9	,6415.TW,矽力*-KY,445,1.37,2330,4380,-59.14,7,投連賣
10	,3532.TW,台勝科,142,-2.07,1152,263,-45.21,6,投連賣
11	,1215.TW,卜蜂,78.3,0.77,1049,80.7,10.86,5,投連賣
12	,2455.TW,全新,67,0,1464,130,-45.81,5,投連賣
13	,3217.TW,優群,80.7,0.37,119,126,-30.73,5,投連賣
14	,6411.TW,晶焱,85.7,-0.35,289,209,-56.2,5,投連賣
