符合條件商品
資料日期：2022年  7月 19日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/19),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:31 符合檔數(25)
1	,1402.TW,遠東新,31.55,-4.39,10632,32.5,1.91,20,投連買
2	,2308.TW,台達電,281,-1.92,5149,246,14.23,20,投連買
3	,2474.TW,可成,169,-1.74,2651,167,7.25,20,投連買
4	,3008.TW,大立光,2140,0,324,1980,10.18,20,投連買
5	,1101.TW,台泥,34.05,-1.16,23484,41.65,-7.87,18,投連買
6	,3702.TW,大聯大,47.8,-0.52,2583,48.6,-1.65,18,投連買
7	,2382.TW,廣達,71.2,-0.97,4354,81.1,-4.77,17,投連買
8	,2352.TW,佳世達,27.5,1.66,4573,31.25,-4.18,12,投連買
9	,2377.TW,微星,119.5,1.7,2513,118,10.36,12,投連買
10	,6781.TW,AES-KY,680,1.34,965,1060,-35.85,10,投連買
11	,3017.TW,奇鋐,111,-1.77,2015,105,9.75,8,投連買
12	,3003.TW,健和興,70.4,0.28,187,81.9,-14.04,6,投連買
13	,1560.TW,中砂,109.5,-1.35,2814,149.5,-26.76,5,投連買
14	,2233.TW,宇隆,99.5,0.3,88,113,-7.65,5,投連買
15	,2313.TW,華通,45.95,-1.08,9582,49.65,-7.45,5,投連買
16	,2345.TW,智邦,237.5,-6.5,4085,260,-6.44,5,投連買
17	,2368.TW,金像電,88.4,-1.12,3685,79.3,1.63,5,投連買
18	,2379.TW,瑞昱,289,-0.52,1352,339,-7.19,5,投連買
19	,2449.TW,京元電子,36.4,-1.75,4505,39.85,-1.38,5,投連買
20	,3037.TW,欣興,125,2.46,35224,164,-23.78,5,投連買
21	,3653.TW,健策,369.5,-0.81,1389,351,15.79,5,投連買
22	,5388.TW,中磊,77.4,-0.13,1579,87.8,-11.85,5,投連買
23	,6239.TW,力成,81.3,0.62,1926,92.3,-4.76,5,投連買
24	,6271.TW,同欣電,201,-4.29,2372,198,-8.16,5,投連買
25	,8454.TW,富邦媒,626,0,570,800,-21.75,5,投連買
