符合條件商品
資料日期：2022年  4月  6日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/06),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:47 符合檔數(36)
1	,2449.TW,京元電子,36.4,-1.75,4505,41,-4.13,20,投連買
2	,2891.TW,中信金,21.9,-1.13,23817,30.15,-23.27,20,投連買
3	,3702.TW,大聯大,47.8,-0.52,2583,56.5,-9.38,20,投連買
4	,2324.TW,仁寶,22.95,0.44,9576,26.9,-7.38,17,投連買
5	,2356.TW,英業達,26,0.19,6530,24.9,10.87,17,投連買
6	,1101.TW,台泥,34.05,-1.16,23484,50.2,-23.55,16,投連買
7	,2347.TW,聯強,61,-0.81,2957,76.2,-13.79,16,投連買
8	,2353.TW,宏碁,23.15,0.22,5082,29.3,-13.17,12,投連買
9	,2458.TW,義隆,86.1,-1.71,718,168.5,-42.26,12,投連買
10	,6271.TW,同欣電,201,-4.29,2372,282.5,-32.4,12,投連買
11	,2357.TW,華碩,271,-1.63,1392,367.5,-15.08,11,投連買
12	,3443.TW,創意,726,-0.55,5389,490,50.02,11,投連買
13	,3661.TW,世芯-KY,803,-1.35,2950,1100,-26.08,10,投連買
14	,6669.TW,緯穎,819,-1.33,686,992,-14.8,10,投連買
15	,2031.TW,新光鋼,44,-0.56,5573,70.8,-30.81,9,投連買
16	,1795.TW,美時,232,0.22,11755,132,78.34,8,投連買
17	,6239.TW,力成,81.3,0.62,1926,95.1,-7.56,8,投連買
18	,2303.TW,聯電,41.95,-2.1,34060,51.1,-12.59,7,投連買
19	,2317.TW,鴻海,101,0,15490,105,1.15,7,投連買
20	,2330.TW,台積電,455,-2.78,26724,578,-19.94,7,投連買
21	,2352.TW,佳世達,27.5,1.66,4573,34.2,-12.45,7,投連買
22	,2884.TW,玉山金,24.1,-1.03,10272,34.05,-22.68,7,投連買
23	,3045.TW,台灣大,94.8,0,2514,105.5,-6.42,7,投連買
24	,4958.TW,臻鼎-KY,108,-1.37,2633,107,5.7,7,投連買
25	,6415.TW,矽力*-KY,445,1.37,2330,3195,-44.29,7,投連買
26	,2308.TW,台達電,281,-1.92,5149,263.5,9.19,6,投連買
27	,3675.TW,德微,168,2.75,1849,338.5,-49.2,6,投連買
28	,6491.TW,晶碩,404.5,-1.94,432,496,-16.77,6,投連買
29	,1476.TW,儒鴻,492.5,1.23,1098,475.5,6.7,5,投連買
30	,2338.TW,光罩,86.3,0.94,3470,96.5,-8.22,5,投連買
31	,2345.TW,智邦,237.5,-6.5,4085,238.5,2,5,投連買
32	,2441.TW,超豐,48.2,-2.33,4006,73,-28.5,5,投連買
33	,3231.TW,緯創,29.9,-0.83,12268,29.8,9.52,5,投連買
34	,4938.TW,和碩,64.2,0.31,3317,71.6,-3.08,5,投連買
35	,6531.TW,愛普*,170,0,2500,319,-45.31,5,投連買
36	,9910.TW,豐泰,207.5,-1.19,2962,191.5,10.94,5,投連買
