符合條件商品
資料日期：2022年 11月 30日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/30),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:06 符合檔數(20)
1	,2201.TW,裕隆,59.1,-1.01,17319,65.2,-9.36,12,投連買
2	,1303.TW,南亞,70.3,-1.54,4616,76.9,-8.58,10,投連買
3	,2347.TW,聯強,61,-0.81,2957,58.3,4.63,10,投連買
4	,2353.TW,宏碁,23.15,0.22,5082,24.6,-5.89,10,投連買
5	,2357.TW,華碩,271,-1.63,1392,266,1.88,10,投連買
6	,2881.TW,富邦金,56.7,-0.18,6587,60.8,-6.74,9,投連買
7	,2379.TW,瑞昱,289,-0.52,1352,317,-8.83,7,投連買
8	,2882.TW,國泰金,41.15,1.86,33982,43.55,-5.51,7,投連買
9	,2883.TW,開發金,12.7,-0.78,8936,13.35,-4.87,7,投連買
10	,2885.TW,元大金,21.8,-0.91,10786,22.6,-3.54,7,投連買
11	,2891.TW,中信金,21.9,-1.13,23817,23,-4.78,7,投連買
12	,3702.TW,大聯大,47.8,-0.52,2583,48.5,-1.44,7,投連買
13	,5269.TW,祥碩,717,0.14,564,741,-3.24,7,投連買
14	,8454.TW,富邦媒,626,0,570,600,4.33,7,投連買
15	,3661.TW,世芯-KY,803,-1.35,2950,927,-13.38,6,投連買
16	,2002.TW,中鋼,30.7,0.16,37216,29.15,5.32,5,投連買
17	,2454.TW,聯發科,660,-0.15,2431,733,-9.96,5,投連買
18	,3035.TW,智原,159,0.63,7973,168.5,-5.64,5,投連買
19	,4162.TW,智擎,118.5,-2.07,10092,139,-14.75,5,投連買
20	,6510.TW,精測,490.5,-1.21,161,520,-5.67,5,投連買
